Pays;CODE;Cat;Nom;Fréquence;Altitude;Latitude;Longitude;
LF;LFAD/N;PtRep;Compiègne Inter rocade;;315;49.4497;2.78722;
LF;LFJD/W;PtRep;Corlier W Châtillon de C.;;1500;46.0447;5.45556;
LF;LFLJ/N;PtRep;Courchevel Bozel;;2900;45.4431;6.64722;
LF;LFLJ/C;PtRep;Courchevel Carrière Crête Gravelles;;6400;45.4011;6.64778;
LF;LFLJ/E;PtRep;Courchevel Croix Dt du Villard;;7500;45.42;6.67611;
LF;LFLJ/W;PtRep;Courchevel Moutiers;;1600;45.4847;6.52861;
LF;LFLJ/L;PtRep;Courchevel Pylône 7450;;7300;45.4086;6.61472;
LF;LFPC/NE;PtRep;Creil Ech. Compiègne Creil;;300;49.4022;2.69778;
LF;LFPC/SE;PtRep;Creil Inter TGV RN324;;300;49.2231;2.75056;
LF;LFTF/CN;PtRep;Cuers Carnoules;;700;43.2989;6.18306;
LF;LFTF/CO;PtRep;Cuers Collobrieres Carref 1nm W;;520;43.2342;6.28472;
LF;LFTF/MC;PtRep;Cuers Mont Caume (Supprimé);;2638;43.1872;5.90111;
LF;LFTF/VC;PtRep;Cuers Nord Valcros;;1000;43.1917;6.28028;
LF;LFTF/SL;PtRep;Cuers Pont Solliès;;300;43.1914;6.03528;
LF;LFTF/PV;PtRep;Cuers Puget Bretelle au NE;;650;43.2933;6.15278;
LF;LFTF/SA;PtRep;Cuers Ste Anastasie (Tr Sud Gymnase);;980;43.3394;6.12083;
LF;LFTF/TV;PtRep;Cuers Tourves (Ruines château);;850;43.4081;5.95194;
LF;LFBY/N;PtRep;Dax Antenne Bât blanc Ech. D824;;100;43.725;-1.10417;
LF;LFBY/BG;PtRep;Dax Bec de Gave;;;43.5467;-1.195;
LF;LFBY/S;PtRep;Dax Carref. D6 1,5 km NE St-Lon les M;;320;43.6244;-1.11583;
LF;LFBY/NEA;PtRep;Dax Ch. D'eau près Ch. De fer;;90;43.7572;-1.00944;
LF;LFBY/N2;PtRep;Dax Ch. D'eau Saubagnac;;50;43.6981;-1.07306;
LF;LFBY/NE;PtRep;Dax Croisement D413-Ligne HT 1,5 km W Lesgor;;150;43.8539;-0.918889;
LF;LFBY/W;PtRep;Dax Gare Péage;;50;43.6297;-1.39611;
LF;LFBY/NG;PtRep;Dax Gare Triage 3 Km SE Laluque;;200;43.8236;-0.966667;
LF;LFBY/SEA;PtRep;Dax Puyoo;;;43.5242;-0.909722;
LF;LFBY/E;PtRep;Dax Silo Inter Ch. De Fer Route Sud Mimbaste;;60;43.6428;-0.972222;
LF;LFBY/SE;PtRep;Dax W Orthez;;;43.49;-0.785556;
LF;LFPG/RH2;PtRep;De Gaulle Hél. Est Mitry le Neuf;;200;48.9558;2.61528;
LF;LFPG/N;PtRep;De Gaulle Hél. Inter A1 / VF;;325;49.0497;2.5475;
LF;LFPG/RH1;PtRep;De Gaulle Hél. Péage A1;;775;49.0867;2.55167;
LF;LFPG/S;PtRep;De Gaulle Hél. Rd Point;;255;48.9711;2.55167;
LF;LFPG/BD19;PtRep;De Gaulle Hél. Sud TWY B, Tr BD19;;360;49.0181;2.56111;
LF;LFPG/EM;PtRep;De Gaulle Hél. Vertic. Aire essai moteur;;350;49.0161;2.51861;
LF;LFPG/UN;PtRep;De Gaulle Hél. Vertic. Bassin rétention, Nd TWY U;;310;49.0003;2.55167;
LF;LFPG/P1;PtRep;De Gaulle Hél. Vertic. Sud T2, vert. TWY P1;;325;49.0025;2.6025;
LF;LFRG/NG;PtRep;Deauville Confluence Risle-Seine;;10;49.4392;0.372778;
LF;LFRG/SG;PtRep;Deauville Croisée Ligne HT;;100;49.2147;0.216111;
LF;LFRG/WG;PtRep;Deauville Dives-sur-Mer;;15;49.2856;-0.102222;
LF;LFRG/EG;PtRep;Deauville Lac pont Audemer;;10;49.3608;0.490556;
LF;LFRG/SD;PtRep;Deauville Lac Pont l'Evêque;;50;49.275;0.199167;
LF;LFRG/WD;PtRep;Deauville Mt Canisy;;350;49.3392;0.045;
LF;LFRG/ED;PtRep;Deauville Sud Pt Normandie;;10;49.4367;0.2725;
LF;LFSD/NB;PtRep;Dijon L. Aire de St-Julien;;800;47.4236;5.17083;
LF;LFSD/NA;PtRep;Dijon L. Antenne Curtil 2500 QNH;;1880;47.4472;4.91889;
LF;LFSD/SA;PtRep;Dijon L. Autor/Ligne HT;;630;47.0447;4.99667;
LF;LFSD/SB;PtRep;Dijon L. Coude Saône Chaugey;;600;47.085;5.24028;
LF;LFSD/N;PtRep;Dijon L. Etang La Crâ;;890;47.5181;5.15;
LF;LFSD/SR;PtRep;Dijon L. Étang Seurre;;580;46.9917;5.13611;
LF;LFSD/E1;PtRep;Dijon L. Fauverney;;700;47.2542;5.14222;
LF;LFSD/W;PtRep;Dijon L. Gare Triage Gevrey;;800;47.2517;5.00639;
LF;LFSD/E;PtRep;Dijon L. Genlis;;650;47.2386;5.21806;
LF;LFSD/SC;PtRep;Dijon L. SW Auxonne;;600;47.1833;5.36667;
LF;LFSD/NC;PtRep;Dijon L. ZI Mirebeau;;670;47.4042;5.325;
LF;LFRD/NBD;PtRep;Dinard Bge de la Rance;;1;48.6189;-2.02583;
LF;LFRD/NWD;PtRep;Dinard Cap Fréhel;;1;48.6878;-2.31917;
LF;LFRD/ND;PtRep;Dinard Ile de Cézembre;;20;48.6769;-2.07222;
LF;LFRD/LPD;PtRep;Dinard La Passagère;;1;48.6;-2.01278;
LF;LFRD/WJD;PtRep;Dinard Le Guildo;;50;48.5725;-2.21472;
LF;LFRD/SWD;PtRep;Dinard Plancoet;;50;48.5219;-2.23278;
LF;LFRD/ED;PtRep;Dinard Pont Saint Hubert;;60;48.5369;-1.97306;
LF;LFRD/NED;PtRep;Dinard Pte du Grouin;;1;48.7114;-1.84306;
LF;LFGJ/N;PtRep;Dôle Ech. Est de St-Seine en B.;;650;47.1219;5.38111;
LF;LFGJ/W;PtRep;Dôle Navilly (2 ponts);;580;46.94;5.15139;
LF;LFGJ/S;PtRep;Dôle Parcey;;650;47.0231;5.48444;
LF;LFGJ/SW;PtRep;Dôle Pierre de Bresse;;650;46.8828;5.25278;
LF;LFGJ/SE;PtRep;Dôle Tassenières;;790;46.9222;5.51389;
LF;LFQE/W1;PtRep;Etain Abaucourt Hautecourt;;760;49.1961;5.54028;
LF;LFQE/E;PtRep;Etain Bechamps;;720;49.2092;5.73972;
LF;LFQE/S;PtRep;Etain Etang Doncourt;;700;49.06;5.71194;
LF;LFQE/W;PtRep;Etain Foamex Ornel;;700;49.2319;5.60667;
LF;LFQE/E1;PtRep;Etain Pont sur l'Orne;;620;49.1611;5.82389;
LF;LFQE/N;PtRep;Etain Silo Spincourt;;760;49.3278;5.66833;
LF;LFOE/HS;PtRep;Evreux Breuil Station Ep.;;440;49.0142;1.24583;
LF;LFOE/N;PtRep;Evreux Caër;;200;49.0669;1.175;
LF;LFOE/WC;PtRep;Evreux Conches en Ouche;;515;48.95;0.95;
LF;LFOE/WD;PtRep;Evreux Damville Étang;;450;48.875;1.08333;
LF;LFOE/EW;PtRep;Evreux Ecardenville;;500;49.1261;0.870278;
LF;LFOE/EE;PtRep;Evreux Ech. Chaufour;;490;49.0219;1.4875;
LF;LFOE/S2;PtRep;Evreux Ech. N154/D833;;480;48.8875;1.16667;
LF;LFOE/EG;PtRep;Evreux Est Andelys Ch. Gaillard;;500;49.2378;1.40472;
LF;LFOE/EN;PtRep;Evreux Heudebouville;;450;49.1933;1.24861;
LF;LFOE/HN;PtRep;Evreux Huest;;430;49.0369;1.20417;
LF;LFOE/WS;PtRep;Evreux Jonction Ligne HT;;480;48.8472;1.21667;
LF;LFOE/WN;PtRep;Evreux Le Neubourg Hippodr.;;430;49.1361;0.902778;
LF;LFOE/EL;PtRep;Evreux Louviers (Péage);;80;49.2472;1.18056;
LF;LFOE/ES;PtRep;Evreux Nonancourt;;490;48.7789;1.19444;
LF;LFOE/S1;PtRep;Evreux Prey;;480;48.9617;1.21222;
LF;LFOE/ET;PtRep;Evreux Tourny Distillerie;;460;49.1778;1.54444;
LF;LFKF/SAF;PtRep;Figari Capo Di Feno;;1;41.3922;9.09861;
LF;LFKF/NWF;PtRep;Figari Giannuccio;;1600;41.5647;9.04139;
LF;LFKF/NF;PtRep;Figari Lac Ospédale (Est);;3100;41.6667;9.20833;
LF;LFKF/SF;PtRep;Figari Ph. De la Madonetta;;10;41.3869;9.14444;
LF;LFKF/EF;PtRep;Figari Punta di Rondinara;;1;41.4642;9.27722;
LF;LFKF/WAF;PtRep;Figari Tour d'Olmeto;;1;41.4753;8.98417;
LF;LFKF/WF;PtRep;Figari Tour de Roccapina;;100;41.4956;8.92889;
LF;LFBF/SEA;PtRep;Francazal Pinsaguel (PONTS);;500;43.5117;1.3875;
LF;LFBF/SE;PtRep;Francazal Venerque;;600;43.4333;1.4425;
LF;LFNA/S1;PtRep;Gap Barrage Curbans;;2000;44.4208;6.02028;
LF;LFNA/E1;PtRep;Gap Carrefour Est Tallard;;2100;44.4794;6.08333;
LF;LFNA/S;PtRep;Gap Pont Durance;;1800;44.3803;5.94556;
LF;LFNA/E;PtRep;Gap Sud Remollon;;2200;44.4678;6.16778;
LF;LFNA/N;PtRep;Gap Viaduc;;2900;44.5408;6.03528;
LF;LFLS/N;PtRep;Grenoble Champier circuit;;1800;45.4689;5.2975;
LF;LFLS/S;PtRep;Grenoble Lac Sud Roybon;;1800;45.2517;5.24639;
LF;LFLS/NE;PtRep;Grenoble Nord Lac de Paladru;;1620;45.4719;5.55583;
LF;LFLS/SE;PtRep;Grenoble Nord Voreppe;;630;45.3097;5.6175;
LF;LFLS/W;PtRep;Grenoble Rd Point Dev Beaurepaire;;900;45.3239;5.05361;
LF;LFLS/NW;PtRep;Grenoble Tunnel TGV;;1200;45.445;5.0325;
LF;LFGB/NH;PtRep;Habsheim Entr. Ech. A35/A36;;750;47.7792;7.40694;
LF;LFGB/WH;PtRep;Habsheim Entr. Tr. Sud Antenne;;1000;47.7306;7.35;
LF;LFGB/EH;PtRep;Habsheim Sortie Autoroute forêt;;750;47.7792;7.49167;
LF;LFGB/SH;PtRep;Habsheim Sortie Sud Bruebach;;1150;47.6944;7.35833;
LF;LFTH/WT;PtRep;Hyères 1 NM Sud Cap de l'Aigle;;1;43.1442;5.60444;
LF;LFTH/CL;PtRep;Hyères Cap de Leoube;;1;43.1103;6.29472;
LF;LFTH/ET;PtRep;Hyères Cap Lardier;;1;43.1614;6.61806;
LF;LFTH/PT;PtRep;Hyères Cap Sicie;;1;43.0417;5.81667;
LF;LFTH/DG;PtRep;Hyères Chap. de Gendarme;;800;43.1578;6.18361;
LF;LFTH/MC;PtRep;Hyères Mont Caume OBSOLETE;;2638;43.1872;5.90111;
LF;LFTH/MR;PtRep;Hyères Mont Redon;;500;43.1628;6.11583;
LF;LFTH/PC;PtRep;Hyères Pte de Carqueiranne;;1;43.0706;6.02167;
LF;LFTH/ST;PtRep;Hyères Pte Lequin Porquerolles;;1;43.0133;6.21639;
LF;LFTH/VC;PtRep;Hyères Valcros;;1;43.1917;6.28028;
LF;LFMI/SB;PtRep;Istres 0,8 nm Tr Sud Stes Maries DLM;;1;43.4397;4.42306;
LF;LFMI/SC;PtRep;Istres 1 Km W Cap Croisette;;1;43.2106;5.30194;
LF;LFMI/MLSC;PtRep;Istres 1 NM W Cap Croisette;;1;43.2106;5.30194;
LF;LFMI/NE;PtRep;Istres Autodrome Miramas;;150;43.5792;4.97694;
LF;LFMI/SW;PtRep;Istres Carro;;1;43.3244;5.04167;
LF;LFMI/S;PtRep;Istres Carry Le Rouet;;1;43.3244;5.17222;
LF;LFMI/N5;PtRep;Istres La Samatane carrefour;;150;43.6414;4.91667;
LF;LFMI/W2;PtRep;Istres Martigues;;10;43.4072;5.0575;
LF;LFMI/NW1;PtRep;Istres Mas Thibert;;10;43.5564;4.72056;
LF;LFMI/SG;PtRep;Istres Ouest Salin de Giraud;;1;43.4144;4.68972;
LF;LFMI/S3;PtRep;Istres Saint Mitre les Remparts;;200;43.4572;5.03222;
LF;LFMI/NW;PtRep;Istres St Hyppolyte Nd Ech + VF;;40;43.6458;4.74944;
LF;LFMI/W3;PtRep;Istres Tr Est le Radeau;;10;43.4817;4.8025;
LF;LFMI/N4;PtRep;Istres Tr le Gd Mas;;100;43.5861;4.88306;
LF;LFMI/SD;PtRep;Istres Travers Sud Port St Louis du Rh;;1;43.3753;4.82972;
LF;LFMI/S4;PtRep;Istres Vert Etg Levalduc;;50;43.4642;4.98583;
LF;LFHU/S;PtRep;L'Alpe d'Huez Col de Cluy;;6000;45.0717;6.105;
LF;LFHU/E;PtRep;L'Alpe d'Huez Col de Sarenne;;6100;45.0792;6.125;
LF;LFHU/W;PtRep;L'Alpe d'Huez La Paute;;2400;45.075;6.02222;
LF;LFHU/SE;PtRep;L'Alpe d'Huez Lac Chambon;;3500;45.0439;6.14167;
LF;LFTZ/ET;PtRep;La Mole Cap Lardier;;1;43.1614;6.61806;
LF;LFTZ/E;PtRep;La Mole Cavalaire;;1;43.1647;6.525;
LF;LFTZ/EM;PtRep;La Mole Ouest Digue SE Grimaud;;1;43.2639;6.59278;
LF;LFJE/S;PtRep;La Motte Nord Cornillon + Lac;;1800;44.4619;5.36528;
LF;LFJE/NW;PtRep;La Motte Tr Est Chalancon;;2800;44.5139;5.35056;
LF;LFBH/N;PtRep;La Rochelle Charron;;10;46.295;-1.10639;
LF;LFBH/S;PtRep;La Rochelle Hippodrome;;10;46.0756;-1.07667;
LF;LFBH/NA;PtRep;La Rochelle La Pelle;;30;46.2344;-1.15972;
LF;LFBH/EA;PtRep;La Rochelle Saint Xandre;;90;46.205;-1.10222;
LF;LFBH/E;PtRep;La Rochelle Usseau RP N137 N11;;60;46.2025;-1.02778;
LF;LFBH/SA;PtRep;La Rochelle Virages RN137;;10;46.1214;-1.11;
LF;LFRJ/NWL;PtRep;Landivisiau Kerdroc Croisement;;50;48.6103;-4.37889;
LF;LFRJ/SEL;PtRep;Landivisiau Lampaul Guimiliau;;300;48.4944;-4.04167;
LF;LFRJ/NEL;PtRep;Landivisiau Saint Pol de Léon;;100;48.6806;-3.99722;
LF;LFRJ/EL;PtRep;Landivisiau Saint Thegonnec;;350;48.5222;-3.94444;
LF;LFRJ/SWL;PtRep;Landivisiau Sud Ant. Pencran;;200;48.4167;-4.2;
LF;LFRO/S;PtRep;Lannion Ploulec'h;;300;48.7169;-3.50528;
LF;LFRO/OL;PtRep;Lannion Ploulec'h;;300;48.7169;-3.50528;
LF;LFRO/OP;PtRep;Lannion Rd Point;;50;48.7956;-3.44306;
LF;LFPB/E1;PtRep;Le Bourget Ch. Eau Montfermeil;;380;48.8986;2.55722;
LF;LFPB/E2;PtRep;Le Bourget Inter A3 E15;;170;48.9322;2.48083;
LF;LFPB/W2;PtRep;Le Bourget Jonction N1 N16;;240;48.9742;2.36583;
LF;LFPB/W1;PtRep;Le Bourget Patte d'Oie Herblay;;240;49.0014;2.185;
LF;LFMC/NL;PtRep;Le Luc - Lorgues (D10-D48/Hte Tens.);;600;43.4667;6.38833;
LF;LFMC/NC;PtRep;Le Luc Centr. Electr. Entraygues;;300;43.4208;6.38333;
LF;LFMC/UB;PtRep;Le Luc Décheterie (Sortie);;500;43.4131;6.34889;
LF;LFMC/DG;PtRep;Le Luc Draguignan (Pylône);;1800;43.5583;6.46139;
LF;LFMC/SW;PtRep;Le Luc Gonfaron (Pont);;600;43.3181;6.29861;
LF;LFMC/SE;PtRep;Le Luc La Garde Freynet (Tour);;1200;43.3167;6.47222;
LF;LFMC/VC;PtRep;Le Luc Le Cannet;;900;43.1917;6.28028;
LF;LFMC/NE;PtRep;Le Luc Les Arcs (Pont Echangeur);;180;43.45;6.4925;
LF;LFMC/MY;PtRep;Le Luc Montmeyan (Tr N Lycée);;1600;43.6464;6.06361;
LF;LFMC/NW;PtRep;Le Luc Pt d'Argens;;320;43.4667;6.3125;
LF;LFMC/PL;PtRep;Le Luc Puyloubier (Château);;1100;43.5222;5.70306;
LF;LFMC/BJ;PtRep;Le Luc Rd Pt Barjols;;1000;43.5606;6.01028;
LF;LFMC/SA;PtRep;Le Luc Sainte Anastasie (tr Sud Gymn.);;1000;43.3394;6.12083;
LF;LFMC/TV;PtRep;Le Luc Tourves (ruine Ch.);;1000;43.4081;5.91861;
LF;LFAT/E;PtRep;Le Touquet Etangs Marles;;30;50.4389;1.83944;
LF;LFAT/NE;PtRep;Le Touquet Inter VF/Rte Sud SAMER;;200;50.6333;1.74778;
LF;LFAT/EA;PtRep;Le Touquet Ligne HT Canche;;30;50.4931;1.71389;
LF;LFAT/NB;PtRep;Le Touquet Nord Plage Ste Cécile;;1;50.5792;1.57722;
LF;LFAT/N;PtRep;Le Touquet Phare Boulogne;;1;50.7403;1.5675;
LF;LFAT/NA;PtRep;Le Touquet Plage de Hardelot;;1;50.6347;1.57694;
LF;LFAT/S;PtRep;Le Touquet Rang du Fliers;;50;50.4194;1.65;
LF;LFYS/SW;PtRep;Léocadie Chapelle de Nahuja;;4300;42.425;1.99361;
LF;LFYS/E;PtRep;Léocadie Côte 1 557 m (ERR/LIO);;5000;42.4456;2.04889;
LF;LFYS/N;PtRep;Léocadie Pont/VF;;4700;42.4708;2.03361;
LF;LFYS/W;PtRep;Léocadie Rd-Pt D68/630;;3820;42.4508;1.955;
LF;LFOMSG;PtRep;Lessay Saint Germain WNW AD;;40;49.2417;-1.63306;
LF;LFQQ/SA;PtRep;Lille Ch. Rd Point Nd GOLF;;130;50.5183;3.13361;
LF;LFQQ/SE;PtRep;Lille Ech. A23 D938;;150;50.4711;3.22778;
LF;LFQQ/N;PtRep;Lille Echangeur A25 TGV;;70;50.6453;2.92917;
LF;LFQQ/SW;PtRep;Lille Pt A1 TGV Canal Deule;;90;50.4572;2.97139;
LF;LFQQ/W;PtRep;Lille SNCF Canal sud La Bassée;;80;50.5228;2.79306;
LF;LFQQ/NG;PtRep;Lille Vert. Golf (Attente);;150;50.6031;3.11333;
LF;LFBL/SA;PtRep;Limoges Carrière;;900;45.7667;1.23944;
LF;LFBL/WA;PtRep;Limoges Carrière Nd Vienne;;950;45.8667;1.08333;
LF;LFBL/EA;PtRep;Limoges Echangeur;;1100;45.895;1.29389;
LF;LFBL/NW;PtRep;Limoges Oradour Glane;;950;45.9333;1.03333;
LF;LFBL/E;PtRep;Limoges Saint Priest Taurion;;850;45.8833;1.4;
LF;LFBL/W;PtRep;Limoges Saint Victurnien;;750;45.8833;1.01667;
LF;LFBL/S;PtRep;Limoges Solignac;;800;45.7556;1.27778;
LF;LFPL/E;PtRep;Lognes tr. N. Ferrieres;;375;48.83;2.70611;
LF;LFRH/EL;PtRep;Lorient Anse Port Louis;;1;47.7194;-3.34722;
LF;LFRH/A;PtRep;Lorient Auray Echangeur;;120;47.6828;-3.02333;
LF;LFRH/NL;PtRep;Lorient Carref. Saint Séverin;;250;47.83;-3.3375;
LF;LFRH/N;PtRep;Lorient Carrefour W. Plouay;;220;47.9167;-3.34722;
LF;LFRH/WL;PtRep;Lorient Clohars Carnoet;;200;47.8;-3.58333;
LF;LFRH/NG;PtRep;Lorient Ech Guidel N165;;150;47.8058;-3.45917;
LF;LFRH/NE;PtRep;Lorient Ech. N24, W Baud;;120;47.8692;-3.02944;
LF;LFRH/W;PtRep;Lorient Pont Aven;;110;47.8583;-3.75;
LF;LFRH/E;PtRep;Lorient Pont Lorois;;1;47.6764;-3.2;
LF;LFRH/S;PtRep;Lorient Port Tudy (Groix);;1;47.6444;-3.45;
LF;LFRH/NW;PtRep;Lorient Pt VF SE Quimperlé;;40;47.8653;-3.54167;
LF;LFRH/SL;PtRep;Lorient Pte du Talut;;10;47.6972;-3.45;
LF;LFSX/WN;PtRep;Luxeuil Bains les Bains;;1100;48.0028;6.26667;
LF;LFSX/S1;PtRep;Luxeuil Brotte;;900;47.7564;6.34694;
LF;LFSX/W;PtRep;Luxeuil Faverney;;720;47.7667;6.10417;
LF;LFSX/SE;PtRep;Luxeuil Frotey les Lure;;1050;47.6556;6.55417;
LF;LFSX/N1;PtRep;Luxeuil Nd Luxeuil Ville;;1100;47.8297;6.37722;
LF;LFSX/SP;PtRep;Luxeuil Pomoy;;1050;47.6639;6.35278;
LF;LFSX/WS;PtRep;Luxeuil Port sur Saône;;800;47.6889;6.04722;
LF;LFSX/S;PtRep;Luxeuil Saulx;;1000;47.6944;6.28056;
LF;LFSX/N;PtRep;Luxeuil W Fougerolles;;1000;47.8875;6.3875;
LF;LFLY/NW;PtRep;Lyon Bron Barrage de Couzon;;550;45.845;4.83333;
LF;LFLY/S;PtRep;Lyon Bron Echg Chasse;;600;45.5897;4.79667;
LF;LFLY/N;PtRep;Lyon Bron G.Triage St Germain;;600;45.8919;4.80111;
LF;LFLY/SA;PtRep;Lyon Bron Gare Triage FEYZIN;;530;45.6497;4.84056;
LF;LFLY/NA;PtRep;Lyon Bron Inter A6 TGV N83;;900;45.8569;4.91333;
LF;LFLY/TW;PtRep;Lyon Bron Rd Pt Ouest Satolas;;785;45.7169;5.07056;
LF;LFLY/MS;PtRep;Lyon Bron Rd Pt SE Genas;;750;45.7233;5.02333;
LF;LFLL/NW;PtRep;Lyon St-Ex Barrage Crouzon;;550;45.845;4.83333;
LF;LFLL/S;PtRep;Lyon St-Ex Ech Chasse;;600;45.5897;4.79667;
LF;LFLL/N;PtRep;Lyon St-Ex Gare triage Saint G;;600;45.8919;4.80111;
LF;LFLL/NA;PtRep;Lyon St-Ex Inter A46 TGV N83;;900;45.8569;4.91333;
LF;LFLL/TW;PtRep;Lyon St-Ex Rd Pt de l'Europe;;790;45.7169;5.07056;
LF;LFLL/MS;PtRep;Lyon St-Ex Rd Pt SE Genas;;750;45.7233;5.02333;
LF;LFLL/EA;PtRep;Lyon St-Ex Rd Pt W Cremieu;;700;45.7231;5.22972;
LF;LFLL/MC;PtRep;Lyon St-Ex Stade Chavagneux;;700;45.7292;5.15389;
LF;LFLL/TE;PtRep;Lyon St-Ex Tr. Est Saugnieu;;830;45.725;5.115;
LF;LFLL/SA;PtRep;Lyon St-Gare Triage FEYZIN;;530;45.6497;4.84056;
LF;LFML/SC;PtRep;Marseille 1 NM W Cap Croisette;;1;43.2106;5.30194;
LF;LFML/EB;PtRep;Marseille Carref Est Pennes Mir;;520;43.4106;5.32472;
LF;LFML/CB;PtRep;Marseille Ch. De Cabanne;;1500;43.6269;5.40472;
LF;LFML/EA;PtRep;Marseille Ech Sud Cabriès;;720;43.4314;5.38444;
LF;LFML/SA;PtRep;Marseille Est Ch les Martigues;;100;43.3742;5.18806;
LF;LFML/SB;PtRep;Marseille Étang/Canal;;1;43.4075;5.18472;
LF;LFML/NB;PtRep;Marseille Radar Vitrolles;;660;43.4714;5.24222;
LF;LFML/LP;PtRep;Marseille Saint Cannat-La Pile;;800;43.6164;5.315;
LF;LFML/SW;PtRep;Marseille Sud Carro (CTR Istres);;1;43.3244;5.04167;
LF;LFML/S;PtRep;Marseille Sud Carry Le Rouet;;1;43.3244;5.17222;
LF;LFML/E;PtRep;Marseille Terril SW Gardanne;;1200;43.44;5.45167;
LF;LFML/NA;PtRep;Marseille Ventabren A8/D19;;350;43.555;5.28389;
LF;LFHM/N;PtRep;Megeve Nov 5 600 AMSL;;5600;45.8444;6.62083;
LF;LFPM/B;PtRep;Melun A6 RN191 + VF;;280;48.5714;2.46889;
LF;LFPM/SM;PtRep;Melun Chartrettes Nd Seine;;250;48.4867;2.70194;
LF;LFPM/N;PtRep;Melun TGV Triangle;;350;48.6942;2.72056;
LF;LFKX/MOU;PtRep;Meribel Moutiers;;1700;45.4833;6.53333;
LF;LFQT/N;PtRep;Merville Ant 2nm sud Steenv;;200;50.7753;2.56389;
LF;LFQT/EA;PtRep;Merville Ch. d'eau Est Estaires;;50;50.6408;2.745;
LF;LFQT/NA;PtRep;Merville Ch. La Motte;;90;50.6833;2.57083;
LF;LFQT/S;PtRep;Merville Ech. Liévin;;250;50.4353;2.70417;
LF;LFQT/NE;PtRep;Merville Ech. W Armentières;;50;50.6839;2.84333;
LF;LFQT/EB;PtRep;Merville Mémorial Inter RD171/RD947;;60;50.5753;2.775;
LF;LFQT/SA;PtRep;Merville Rd-Pt NE Béthune;;70;50.5411;2.65056;
LF;LFQT/WA;PtRep;Merville RD19/Lys;;50;50.6264;2.55111;
LF;LFQT/W;PtRep;Merville Silos Est Aire sur La Lys;;70;50.6461;2.40806;
