Pays;CODE;Cat;Nom;Fréquence;Altitude;Latitude;Longitude;
LF;LFSF/NW;PtRep;Metz Fr Ars s Moselle Etang;;600;49.0781;6.07417;
LF;LFSF/N2;PtRep;Metz Fr Hombourg Budange;;700;49.2958;6.34306;
LF;LFSF/W;PtRep;Metz Fr Mars La Tour;;800;49.0989;5.88889;
LF;LFSF/NE;PtRep;Metz Fr Peltre Rte + VF;;620;49.0758;6.22333;
LF;LFSF/SW;PtRep;Metz Fr Pt à Mousson Zone;;600;48.8836;6.06139;
LF;LFSF/M;PtRep;Metz Fr Verny;;650;49.0067;6.20556;
LF;LFSF/N1;PtRep;Metz Fr Vigy EdF;;750;49.1986;6.27917;
LF;LFSF/MLM;PtRep;Metz Maizieres les Metz Stade;;550;49.2153;6.16389;
LF;LFJL/NW;PtRep;Metz NL Ars Sur Moselle;;590;49.0781;6.07417;
LF;LFJL/S;PtRep;Metz NL Champenoux;;780;48.7417;6.35139;
LF;LFJL/SE;PtRep;Metz NL Fresnes en Saulnois;;1000;48.8472;6.45417;
LF;LFJL/E;PtRep;Metz NL Han sur Nied;;750;48.99;6.43528;
LF;LFJL/W;PtRep;Metz NL Inter A31;;750;49.0364;6.27861;
LF;LFJL/NE;PtRep;Metz NL Peltre;;650;49.0758;6.22333;
LF;LFJL/SW;PtRep;Metz NL Pont à Mousson Zone;;600;48.8836;6.06139;
LF;LFJL/N1;PtRep;Metz NL Poste EDF Vigy;;740;49.1986;6.27917;
LF;LFJL/M;PtRep;Metz NL Verny;;700;49.0067;6.20556;
LF;LFSF/SMC;PtRep;Metz Sainte Marie Aux Chenes;;900;49.1931;6;
LF;LFBM/N;PtRep;Mont de Marsan Cère;;220;43.9928;-0.535278;
LF;LFBM/NW;PtRep;Mont de Marsan Garein;;290;44.0461;-0.650278;
LF;LFBM/E;PtRep;Mont de Marsan Le Caloy;;320;43.9417;-0.4075;
LF;LFBM/SW1;PtRep;Mont de Marsan Meilhan;;210;43.8639;-0.708333;
LF;LFBM/SE;PtRep;Mont de Marsan Rocade Est;;200;43.8894;-0.444444;
LF;LFBM/NE;PtRep;Mont de Marsan Roquefort;;230;44.0342;-0.323333;
LF;LFBM/SE1;PtRep;Mont de Marsan St-Gein;;310;43.8358;-0.300278;
LF;LFBM/SW;PtRep;Mont de Marsan St-Perdon;;270;43.8656;-0.590556;
LF;LFLT/S;PtRep;Montluçon D. Étang de Sault;;800;46.3325;2.55972;
LF;LFLT/N;PtRep;Montluçon D. Piste Dunlop;;650;46.3831;2.58667;
LF;LFMT/SW;PtRep;Montpellier Cath. Maguelone;;10;43.5125;3.88361;
LF;LFMT/NE;PtRep;Montpellier Ch d'eau Castries;;250;43.68;3.98083;
LF;LFMT/NC;PtRep;Montpellier Ch d'eau Mauguio + Ech.;;50;43.6253;4.00389;
LF;LFMT/NW;PtRep;Montpellier Ech. Sud St-Gely + CC;;430;43.6742;3.81944;
LF;LFMT/ER;PtRep;Montpellier Echangeur D62/D61 N Gde M;;10;43.5786;4.10083;
LF;LFMT/N;PtRep;Montpellier Nord Sommières;;150;43.7914;4.09028;
LF;LFMT/W;PtRep;Montpellier Péage Saint Jean de Vedas;;110;43.5622;3.83056;
LF;LFMT/SF;PtRep;Montpellier Pont entre étangs;;5;43.4661;3.81528;
LF;LFMT/AM;PtRep;Montpellier Remparts Aigues M;;10;43.5636;4.19278;
LF;LFMT/ES;PtRep;Montpellier Sud Ph Espiguette;;1;43.4828;4.14194;
LF;LFBR/SA;PtRep;Muret Boucle de l'Ariège;;600;43.4;1.44167;
LF;LFBR/SN;PtRep;Muret Noé;;650;43.3583;1.275;
LF;LFSO/N;PtRep;Nancy Ochey Dieulouard;;650;48.8375;6.06889;
LF;LFSO/E;PtRep;Nancy Ochey Frouard;;1000;48.7639;6.13056;
LF;LFSO/S;PtRep;Nancy Ochey Toul;;700;48.6833;5.9;
LF;LFSO/W;PtRep;Nancy Ochey Void Vacon;;800;48.6833;5.61667;
LF;LFRS/W3;PtRep;Nantes Bourgneuf en R.;;30;47.0433;-1.9525;
LF;LFRS/NE;PtRep;Nantes Ch. Eau La Haye F.;;200;47.1522;-1.39056;
LF;LFRS/E2;PtRep;Nantes Clisson;;120;47.0839;-1.26889;
LF;LFRS/W2;PtRep;Nantes Cordemais;;50;47.2917;-1.87806;
LF;LFRS/W;PtRep;Nantes Ecluse Canal Martinière;;20;47.2072;-1.78639;
LF;LFRS/W1;PtRep;Nantes Nort sur Erdre;;50;47.4406;-1.5;
LF;LFRS/E;PtRep;Nantes Péage Rd-Pt Butay;;160;47.0964;-1.44917;
LF;LFRS/E1;PtRep;Nantes Pt de Varades;;40;47.3722;-1.02111;
LF;LFRS/SW;PtRep;Nantes Sainte Pazanne;;50;47.1078;-1.78861;
LF;LFRS/NW;PtRep;Nantes Sautron (H.T.);;200;47.2572;-1.68528;
LF;LFRS/E3;PtRep;Nantes St Denis lès Lucs;;250;46.8381;-1.41722;
LF;LFRS/W4;PtRep;Nantes Ste Pazanne;;40;47.1078;-1.78861;
LF;LFMN/SB;PtRep;Nice 1 nm Sud Cap Gros;;1;43.5353;7.145;
LF;LFMN/SA;PtRep;Nice 1 nm sud Ile Saint Honorat;;1;43.4889;7.04694;
LF;LFMN/E;PtRep;Nice 1,5 NM Sud Port Menton;;1;43.75;7.51111;
LF;LFMN/NA;PtRep;Nice Bge Nord Var;;200;43.75;7.18889;
LF;LFMN/WA;PtRep;Nice Ch. De Cagnes;;150;43.6669;7.14556;
LF;LFMN/TE;PtRep;Nice en Mer Pt TE;;1;43.6386;7.3025;
LF;LFMN/TS;PtRep;Nice en Mer Pt TS;;1;43.5836;7.22;
LF;LFMN/EW;PtRep;Nice Golf Sud Opio;;850;43.66;6.98;
LF;LFMN/NB;PtRep;Nice Péage Saint Isidore;;100;43.7;7.18806;
LF;LFMN/WN;PtRep;Nice Pt autoroute sur Var;;50;43.6683;7.19722;
LF;LFMN/EC;PtRep;Nice Sud Musée Océanogr.;;1;43.7014;7.42694;
LF;LFMN/EA;PtRep;Nice Tr. Pte du Colombier;;1;43.6547;7.34556;
LF;LFME/AS;PtRep;Nîmes C. Aimargues;;20;43.6819;4.21389;
LF;LFME/AL;PtRep;Nîmes C. Arles W Rhône;;20;43.6664;4.5875;
LF;LFME/BC;PtRep;Nîmes C. Beaucaire ;;50;43.8303;4.63333;
LF;LFME/CA;PtRep;Nîmes C. Calvisson;;150;43.7794;4.19472;
LF;LFME/SG;PtRep;Nîmes C. Écluse;;15;43.6442;4.43222;
LF;LFME/P;PtRep;Nîmes C. Péage;;15;43.6903;4.54444;
LF;LFME/SN;PtRep;Nîmes C. Sanilhac-Sagriès;;400;43.9531;4.42389;
LF;LFTW/BG;PtRep;Nîmes G Bellegarde (Hél.);;200;43.7533;4.51444;
LF;LFTW/ET;PtRep;Nîmes G Canal W Etg du Charnier;;1;43.6192;4.25944;
LF;LFTW/BC;PtRep;Nîmes G Nord Beaucaire ;;50;43.8303;4.63333;
LF;LFTW/RD;PtRep;Nîmes G Redessan (Hél.);;200;43.8314;4.49722;
LF;LFTW/CZ;PtRep;Nîmes G Saint Cesaire (Hél.);;300;43.8153;4.32861;
LF;LFTW/CA;PtRep;Nîmes G Sud Calvisson;;150;43.7794;4.19472;
LF;LFTW/UH;PtRep;Nîmes G Uchaud (Hél.);;100;43.7561;4.2675;
LF;LFTW/AL;PtRep;Nîmes G West Arles;;15;43.6664;4.5875;
LF;LFTW/AS;PtRep;Nîmes G. Aimargues;;20;43.6819;4.21389;
LF;LFTW/SN;PtRep;Nîmes G. Sanilhac-Sagriès;;400;43.9531;4.42389;
LF;LFMO/NW;PtRep;Orange Bourg St-Andréol;;300;44.3736;4.63972;
LF;LFMO/WA;PtRep;Orange Caderousse;;100;44.1042;4.75972;
LF;LFMO/SE;PtRep;Orange Carpentras;;300;44.0669;5.03722;
LF;LFMO/WB;PtRep;Orange Mondragon;;250;44.2419;4.71194;
LF;LFMO/SW;PtRep;Orange Nd Roquemaure;;100;44.0694;4.76583;
LF;LFMO/E;PtRep;Orange Plan de Dieu;;310;44.1789;4.91889;
LF;LFMO/NE;PtRep;Orange Tulette;;470;44.2839;4.92694;
LF;LFOJ/S;PtRep;Orleans Br Aire Repos A10;;370;47.8194;1.64167;
LF;LFOJ/SE;PtRep;Orleans Br Ech. A10 A71;;370;47.9028;1.84722;
LF;LFOJ/N;PtRep;Orleans Br Etang Nd Artenay;;400;48.1019;1.88333;
LF;LFOJ/E;PtRep;Orleans Br Saran Echang.;;400;47.95;1.84889;
LF;LFOJ/NW;PtRep;Orleans Br ZI Patay;;400;48.0472;1.70417;
LF;LFPO/BCR;PtRep;Paris Orly Brie Comte Robert;;300;48.7;2.60306;
LF;LFPO/VAI;PtRep;Paris Orly Vaires;;150;48.875;2.64306;
LF;LFBP/S;PtRep;Pau Ch. d'eau;;950;43.2986;-0.486667;
LF;LFBP/N;PtRep;Pau Ch. Eau à Lème;;800;43.4947;-0.37;
LF;LFBP/NE;PtRep;Pau Inter RN134 D944;;800;43.46;-0.322778;
LF;LFBP/SW;PtRep;Pau Moneim;;500;43.3211;-0.577778;
LF;LFBP/NA;PtRep;Pau Navaillès Angos ch. eau;;950;43.42;-0.346111;
LF;LFBP/SA;PtRep;Pau Rd Pt RN117 D509 Silos;;500;43.3367;-0.460556;
LF;LFBP/SE;PtRep;Pau Rd Pt RN134 D100 Jurançon;;650;43.2789;-0.387778;
LF;LFBP/W;PtRep;Pau West Artix A64 H.T.;;450;43.415;-0.575556;
LF;LFMP/MS;PtRep;Perpignan Ech. N612/N9 Mas Sab.;;220;42.6083;2.86056;
LF;LFMP/E;PtRep;Perpignan Embouch. Agly;;1;42.7789;3.03861;
LF;LFMP/SE;PtRep;Perpignan Entrée Port Canet;;1;42.7031;3.0375;
LF;LFMP/PC;PtRep;Perpignan Entrée Port St-Cyprien;;1;42.6197;3.03917;
LF;LFMP/NL;PtRep;Perpignan Ph. Cap Leucate;;1;42.9103;3.05583;
LF;LFMP/WS;PtRep;Perpignan Plan d'eau Bosigues;;220;42.6819;2.75917;
LF;LFMP/EA;PtRep;Perpignan Pont sur l'Agly;;20;42.7639;2.98694;
LF;LFMP/NF;PtRep;Perpignan Prequ'ile Port Fitou;;1;42.8767;3.05583;
LF;LFIP/E;PtRep;Peyresourde  (Col de );;5400;42.8028;0.465278;
LF;LFIP/N1;PtRep;Peyresourde Arreau;;2500;42.9014;0.370833;
LF;LFIP/S;PtRep;Peyresourde Centr. Electr.;;3200;42.7861;0.411111;
LF;LFIP/N2;PtRep;Peyresourde N Lac Genos;;3100;42.8119;0.407778;
LF;LFQP/SW;PtRep;Phalsbourg 2 Rd-Point Nd 3 Fontaines;;1100;48.69;7.13417;
LF;LFQP/DN;PtRep;Phalsbourg Ant. De Donon;;3150;48.51;7.16139;
LF;LFQP/NE;PtRep;Phalsbourg Centrale voltaïque Ingviller;;700;48.8667;7.45722;
LF;LFQP/W;PtRep;Phalsbourg Crois. LGV/D43 Sud Sarraltroff;;800;48.7647;7.06694;
LF;LFQP/BL;PtRep;Phalsbourg Ech. De Blâmont;;950;48.6075;6.86139;
LF;LFQP/DZ;PtRep;Phalsbourg Ech. De Ley;;730;48.7406;6.66417;
LF;LFQP/N;PtRep;Phalsbourg Ech. W Drulingen;;900;48.8633;7.18111;
LF;LFQP/E;PtRep;Phalsbourg Hangar prox. Rd Pt Sud Dossenheim;;650;48.8003;7.40444;
LF;LFQP/S;PtRep;Phalsbourg La Hoube;;2000;48.6522;7.27083;
LF;LFMN/PF;PtRep;Phare de la Fourmigue;;1;43.5394;7.67778;
LF;LFCH/SD;PtRep;Plage du Petit Nice;;200;44.5731;-1.22333;
LF;LFBI/S;PtRep;Poitiers A10 Réservoir;;500;46.4486;0.269444;
LF;LFBI/EA;PtRep;Poitiers Chem orange Usine;;380;46.5917;0.394444;
LF;LFBI/S1;PtRep;Poitiers Crois. Ch de Fer SSW St Benoît;;260;46.5467;0.335556;
LF;LFBI/N;PtRep;Poitiers Rd Point Nord Neuville de P.;;360;46.6947;0.251944;
LF;LFBI/WA;PtRep;Poitiers Rd Pt Moulinet;;350;46.6286;0.264167;
LF;LFBI/E;PtRep;Poitiers StJulien Ars VF/Rte;;380;46.5589;0.500556;
LF;LFBI/W;PtRep;Poitiers Vouillé rte rivière;;400;46.6467;0.170278;
LF;LFPT/NW;PtRep;Pontoise Ch. Eau Bercagny;;321;49.1475;1.89917;
LF;LFPT/E;PtRep;Pontoise Énnery;;320;49.0783;2.10722;
LF;LFPT/SW;PtRep;Pontoise Sud Rés. Gargenville;;90;48.9706;1.79611;
LF;LFRQ/NW;PtRep;Quimper Guengat;;400;48.0431;-4.20417;
LF;LFRQ/N;PtRep;Quimper Inter D765 D784;;300;48.0044;-4.16111;
LF;LFRQ/S;PtRep;Quimper Plomelin intersect. 4 voies;;150;47.9397;-4.17806;
LF;LFRQ/SW;PtRep;Quimper Pont-l'Abbé;;50;47.8697;-4.22194;
LF;LFRQ/W;PtRep;Quimper Pouldreuzic;;200;47.9556;-4.35833;
LF;LFRQ/SE;PtRep;Quimper Pt de Cornouaille Bénodet;;20;47.8875;-4.11806;
LF;LFRQ/NE;PtRep;Quimper Ty Sanguer;;450;48.04;-4.06917;
LF;LFRN/NE;PtRep;Rennes Betton;;220;48.1856;-1.65028;
LF;LFRN/S;PtRep;Rennes Bruz;;150;48.0231;-1.74389;
LF;LFRN/E;PtRep;Rennes Cesson-Sévigné Echangeur;;180;48.1167;-1.56667;
LF;LFRN/SE;PtRep;Rennes Corps Nuds;;250;47.9819;-1.58444;
LF;LFRN/SW;PtRep;Rennes Guichen;;300;47.9697;-1.79528;
LF;LFRN/NW;PtRep;Rennes Saint Gilles Ech N12;;200;48.1578;-1.83083;
LF;LFRN/N;PtRep;Rennes Vezin le Coquet;;200;48.125;-1.75833;
LF;LFHREN/ER;PtRep;Renneville Hél. Antenne;;750;43.3681;1.7475;
LF;LFHREN/NA;PtRep;Renneville Hél. Canal W Aqueduc Voutes;;600;43.3847;1.70472;
LF;LFHREN/SA;PtRep;Renneville Hél. D25/CV de la Guirande;;630;43.3594;1.72917;
LF;LFHREN/WR;PtRep;Renneville Hél. Est Lac;;810;43.3489;1.65306;
LF;LFHREN/SR;PtRep;Renneville Hél. Lestrade;;760;43.3306;1.79083;
LF;LFHREN/WA;PtRep;Renneville Hél. Oaransou 400 m Sud Le Breton;;710;43.3567;1.71;
LF;LFHREN/NR;PtRep;Renneville Hél. Péage Villefranche;;570;43.3989;1.69694;
LF;LFHREN/SB;PtRep;Renneville Hél. Sierra Bravo;;600;43.3647;1.72778;
LF;LFHREN/WB;PtRep;Renneville Hél. W Ferme En Bayssie;;700;43.3703;1.6875;
LF;LFCR/S;PtRep;Rodez Baraqueville près Lac;;2600;44.2778;2.42778;
LF;LFCR/N;PtRep;Rodez Bozouls;;1850;44.4717;2.72278;
LF;LFCR/E;PtRep;Rodez Montrozier;;1900;44.4075;2.74194;
LF;LFCR/SA;PtRep;Rodez Moyrazés;;2400;44.3444;2.44111;
LF;LFCR/W;PtRep;Rodez Tr Nd Prévinquières;;1500;44.3761;2.23611;
LF;LFCR/EA;PtRep;Rodez Tr Nd Sébazac Est VF;;2000;44.4081;2.60417;
LF;LFOP/NW;PtRep;Rouen Barentin;;350;49.5483;0.953611;
LF;LFOP/NL;PtRep;Rouen Ech. Autor. Neufchâtel;;550;49.7578;1.48694;
LF;LFOP/S;PtRep;Rouen Ecluses Etg de Poses;;30;49.3167;1.24722;
LF;LFOP/E;PtRep;Rouen Fleury sur And.;;120;49.3586;1.35889;
LF;LFOP/N;PtRep;Rouen Isneauville;;510;49.4928;1.15944;
LF;LFOP/W;PtRep;Rouen Viaduc Orival;;50;49.31;0.998889;
LF;LFHSTC/SE;PtRep;Saint Chamond Hél.Sierra Echo VF;;1255;45.4719;4.51611;
LF;LFMH/W;PtRep;Saint Etienne Butte Saint Romain le Puy;;1500;45.5575;4.12583;
LF;LFMH/N;PtRep;Saint Etienne Hippodr. Feurs;;1150;45.7394;4.22139;
LF;LFMH/NA;PtRep;Saint Etienne Int. Montrond les Bains;;1200;45.6442;4.23139;
LF;LFMH/S;PtRep;Saint Etienne Intersec. Firminy;;1600;45.3928;4.29167;
LF;LFMH/SE;PtRep;Saint Etienne Saint Chamond Gare;;1300;45.4731;4.51833;
LF;LFMH/NE;PtRep;Saint Etienne Saint Symphorien Eglise;;2000;45.6325;4.45389;
LF;LFRZ/N;PtRep;Saint Nazaire Ech. Pontchâteau;;70;47.4464;-2.09028;
LF;LFRZ/NW;PtRep;Saint Nazaire Herbignac;;50;47.4497;-2.31694;
LF;LFRZ/W1;PtRep;Saint Nazaire Lac Immaculée;;30;47.2856;-2.25111;
LF;LFRZ/E;PtRep;Saint Nazaire Paimboeuf;;30;47.2817;-2.02833;
LF;LFRZ/W;PtRep;Saint Nazaire Pte de Chemoulin;;1;47.2342;-2.29861;
LF;LFLN/E;PtRep;Saint Yan Charolles;;930;46.4339;4.275;
LF;LFLN/NE;PtRep;Saint Yan Génelard;;890;46.5819;4.23944;
LF;LFLN/S;PtRep;Saint Yan Iguerande;;870;46.2031;4.07778;
LF;LFLN/W;PtRep;Saint Yan Le Donjon;;970;46.3506;3.79389;
LF;LFLN/WA;PtRep;Saint Yan Le Pin Ch Eau SE;;920;46.4069;3.90083;
LF;LFLN/EA;PtRep;Saint Yan Paray Le M Embr. VF;;810;46.44;4.14083;
LF;LFLN/NW;PtRep;Saint Yan Pierrefitte s Loire;;740;46.5067;3.81611;
LF;LFLN/SA;PtRep;Saint Yan W Avrilly;;940;46.3347;3.96278;
LF;LFMY/ME;PtRep;Salon Barrage SW Mallemort;;360;43.7367;5.19167;
LF;LFMY/W;PtRep;Salon Circuit Michelin;;230;43.6286;5.04056;
LF;LFMY/CH;PtRep;Salon Étang Nd Charleval;;450;43.7317;5.24167;
LF;LFMY/LR;PtRep;Salon La Roque Croisement;;500;43.7222;5.27528;
LF;LFMY/LA;PtRep;Salon Lamanon;;500;43.7006;5.10167;
LF;LFMY/EG;PtRep;Salon Nord Eyguières;;450;43.7197;5.02444;
LF;LFMY/PS;PtRep;Salon Péage Sénas;;320;43.7406;5.09111;
LF;LFMY/CV;PtRep;Salon Pt TGV Cavaillon;;230;43.8108;5.04222;
LF;LFMY/SW;PtRep;Salon SE Cornillon;;380;43.555;5.08833;
LF;LFMY/N;PtRep;Salon/Saint-Cannat;;710;43.6208;5.29694;
LF;LFPN/S;PtRep;Sierra de Toussus;;530;48.7097;2.11028;
LF;LFKS/AS;PtRep;Solenzara Fautea;;1;41.7164;9.40194;
LF;LFKS/AW;PtRep;Solenzara Ghisonaccia AD;;160;42.0356;9.40028;
LF;LFSI/N1;PtRep;St Dizier Biesme;;400;48.725;4.77278;
LF;LFSI/N;PtRep;St Dizier Cheminon;;550;48.7358;4.9025;
LF;LFSI/N2;PtRep;St Dizier Orconte;;400;48.6697;4.73583;
LF;LFSI/E2;PtRep;St Dizier Rachecourt;;580;48.5258;5.1025;
LF;LFSI/E1;PtRep;St Dizier Stainville;;700;48.6531;5.18583;
LF;LFSI/S;PtRep;St Dizier Wassy;;650;48.5031;4.95611;
LF;LFPZ/P1;PtRep;St-Cyr N12 Les Gâtines (78);;530;48.7992;1.96583;
LF;LFPZ/P2;PtRep;St-Cyr N12 ZAC Pissaloup (78);;520;48.7989;1.99083;
LF;LFST/E;PtRep;Strasbourg Base naut Plobsheim;;480;48.4769;7.75194;
LF;LFST/W;PtRep;Strasbourg Bât industriel;;640;48.6897;7.49889;
LF;LFST/WA;PtRep;Strasbourg Ch. Eau Kolbsheim;;680;48.5642;7.6;
LF;LFST/EA;PtRep;Strasbourg Ech. A35 D400;;480;48.525;7.66528;
LF;LFST/N;PtRep;Strasbourg Ech. Brumath Nord A4/A340;;515;48.7483;7.68417;
LF;LFST/W1;PtRep;Strasbourg Ergersheim D30/D45;;550;48.5694;7.52806;
LF;LFST/WB;PtRep;Strasbourg Ittenheim RN4;;590;48.6028;7.59583;
LF;LFST/S;PtRep;Strasbourg Jonct. Autor. A35/RN83;;540;48.3211;7.48833;
LF;LFST/N1;PtRep;Strasbourg Pt de l'Europe;;450;48.5736;7.80167;
LF;LFST/W2;PtRep;Strasbourg Rd Pt Dorlisheim;;600;48.52;7.49778;
LF;LFST/EB;PtRep;Strasbourg Rd Pt RN83 RN353;;460;48.5083;7.69667;
LF;LFST/NE;PtRep;Strasbourg Sud Gambsheim;;410;48.6839;7.87556;
LF;LFBT/EA;PtRep;Tarbes Momères;;1300;43.1764;0.0877778;
LF;LFBT/W;PtRep;Tarbes Pontacq;;1250;43.1928;-0.116389;
LF;LFBT/E;PtRep;Tarbes Viaduc Autoroute;;1200;43.1972;0.195278;
LF;LFHTSA/VS;PtRep;Toulon Hél. Ech Valette Sud;;165;43.1439;6.025;
LF;LFHTSA/GS;PtRep;Toulon Hél. Gare de la Seyne;;50;43.1156;5.86194;
LF;LFBO/SA;PtRep;Toulouse Boucle Ariège;;600;43.4;1.44167;
LF;LFBO/N;PtRep;Toulouse Castelnau;;400;43.7833;1.35;
LF;LFBO/EB;PtRep;Toulouse Ch. d'eau Blagnac;;500;43.6453;1.38333;
LF;LFBO/EN;PtRep;Toulouse Ech. N Montastruc;;610;43.7403;1.59167;
LF;LFBO/WD;PtRep;Toulouse Ech. N124 Zone Comm;;540;43.6064;1.30694;
LF;LFBO/NA;PtRep;Toulouse Gare triage Saint Jory;;410;43.7039;1.39194;
LF;LFBO/SL;PtRep;Toulouse Labastide Beauvoir;;850;43.4833;1.66667;
LF;LFBO/WF;PtRep;Toulouse Lac forêt Bouconne;;710;43.6403;1.22806;
LF;LFCL/AS;PtRep;Toulouse Lasb Astrium VF (ULM);;480;43.5639;1.4975;
LF;LFCL/AE;PtRep;Toulouse Lasb Lac de Laragou;;600;43.6939;1.66139;
LF;LFCL/DS;PtRep;Toulouse Lasb Lac Val de Saume;;550;43.5481;1.60833;
LF;LFCL/PI;PtRep;Toulouse Lasb Piscine (ULM);;610;43.5333;1.55278;
LF;LFCL/DN;PtRep;Toulouse Lasb Pont A68 D70;;650;43.6542;1.52472;
LF;LFBO/SN;PtRep;Toulouse Noé;;650;43.3583;1.275;
LF;LFBO/EA;PtRep;Toulouse Péage Nord;;450;43.6583;1.42528;
LF;LFBO/WH;PtRep;Toulouse Relais Hertzien;;550;43.6856;1.10278;
LF;LFBO/SB;PtRep;Toulouse Silos Bazièges;;560;43.4497;1.62917;
LF;LFOT/SW;PtRep;Tours Azay le Rideau (VF/Indre);;160;47.2633;0.445556;
LF;LFOT/N;PtRep;Tours Beaumont la Ronce (Château);;450;47.5708;0.67;
LF;LFOT/NE;PtRep;Tours Château Renault (N10/D766);;400;47.5903;0.899722;
LF;LFOT/S1;PtRep;Tours Ech. A10 Sud Tours;;300;47.3297;0.693333;
LF;LFOT/S;PtRep;Tours Esvres (VF/Indre);;250;47.2819;0.784722;
LF;LFOT/W;PtRep;Tours La Membrole (N138/D959);;220;47.4403;0.638611;
LF;LFOT/E;PtRep;Tours Vernou/Brenne (Tunnel TGV);;350;47.4244;0.836667;
LF;LFPN/NH;PtRep;Toussus NH (800 m Nord);;500;48.7592;2.1;
LF;LFLU/S;PtRep;Valence Ech. VF Livron;;360;44.7761;4.82639;
LF;LFLU/SA;PtRep;Valence Gare triage PLV;;360;44.8739;4.87167;
LF;LFHVAL/HN;PtRep;Valence Hél. Couleures;;500;44.9556;4.93139;
LF;LFHVAL/HS;PtRep;Valence Hél. Étoile;;580;44.8392;4.89472;
LF;LFLU/NE;PtRep;Valence Péage Chatuzange;;700;45.0258;5.09694;
LF;LFLU/NW;PtRep;Valence Pt sur Isère;;400;44.9986;4.87667;
LF;LFRV/N;PtRep;Vannes Colpo;;360;47.8183;-2.80611;
LF;LFRV/SE;PtRep;Vannes Échangeur SE Theix;;50;47.6108;-2.61056;
LF;LFRV/W;PtRep;Vannes Pont prox Bono;;20;47.6397;-2.95389;
LF;LFRV/E;PtRep;Vannes Silos Est Elven;;300;47.7206;-2.58861;
LF;LFPV/MOU;PtRep;Villacoublay Complexe sportif Moulon;;550;48.7081;2.16111;
LF;LFPV/S1;PtRep;Villacoublay Est Étang Saclay;;500;48.7403;2.17667;
LF;LFPV/S;PtRep;Villacoublay Stade Limours;;450;48.6419;2.08583;
LF;LFPV/W;PtRep;Villacoublay W Étang St-Quentin;;550;48.7903;1.99528;
